word,word_book,definition,CEFR,tag,phonetic
breakdown,"[""cet6"", ""ielts"", ""toefl""]",n.. 故障；崩溃；分解 ; v.. 使崩溃；分解；垮掉,B2,"```json
[""Tech"", ""Economy"", ""Health"", ""Science"", ""Politics"", ""Environment"", ""Society""]
```",/ˈbreɪkdaʊn/
breakfast,"[""midschool"", ""highschool"", ""cet4"", ""cet6"", ""tem4""]",n.. 早餐 ; v.. 吃早餐,A1,null,/ˈbrɛkfəst/
breakthrough,"[""highschool"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",n.. 突破；重大进展,B1,"```json
[""Tech"", ""Science"", ""Health"", ""Economy"", ""Environment""]
```",/ˈbreɪkθruː/
breast,"[""highschool"", ""cet4"", ""tem4""]",n.. 乳房；胸部 ; v.. 挺胸面对,B1,,/brɛst/
breath,"[""highschool"", ""cet4"", ""tem4"", ""ielts""]",n.. 呼吸；气息 ; v.. 呼吸；低声说,B1,null,/brɛθ/
breathe,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts""]",v.. 呼吸,A1,null,/briːð/
breathless,"[""highschool"", ""tem4""]",adj.. 气喘吁吁的；令人屏息的,B1,null,/ˈbrɛθləs/
breathtaking,"[""tem4""]",adj.. 惊人的；激动人心的,B2,null,/ˈbrɛθˌteɪkɪŋ/
breed,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 繁殖；饲养 ; n.. 品种；种类,B2,null,/briːd/
breeze,"[""cet4"", ""tem4"", ""ielts"", ""toefl""]",n.. 微风 ; v.. 轻松完成,A2,null,/briːz/
breezy,"[""cet6""]",adj.. 微风轻拂的；轻松愉快的,B2,null,/ˈbriːzi/
brevity,"[""tem8""]",n.. 简洁，简短,C2,null,/ˈbrɛvɪti/
brew,"[""tem4"", ""toefl""]",v.. 酿造；冲泡 ; n.. 酿造物；冲泡的饮料,C2,null,/bruː/
brewery,"[""highschool"", ""tem4""]",n.. 啤酒厂,B2,null,/ˈbruːəri/
bribe,"[""cet6"", ""tem4"", ""ielts"", ""greA""]",v.. 贿赂；收买 ; n.. 贿赂；贿赂物,C2,"```json
[""Economy"", ""Politics"", ""Laws"", ""Society""]
```",/braɪb/
bribery,"[""tem4""]",n.. 贿赂；行贿,C2,"```json
[""Economy"", ""Politics"", ""Laws"", ""Society""]
```",/ˈbraɪbəri/
brick,"[""highschool"", ""cet4"", ""tem4""]",n.. 砖 ; v.. 放弃，遗弃 ; n.. 支持者；律师,B1,null,/brɪk/
bricklayer,"[""greA""]",n.. 砌砖工，砖匠,C2,null,/ˈbrɪkˌleɪər/
bridal,"[""tem8""]",adj.. 新娘的；婚礼的,C2,null,/ˈbraɪdl/
bride,"[""highschool"", ""cet6"", ""tem4""]",n.. 新娘,A2,null,/braɪd/
bridegroom,"[""highschool"", ""cet6"", ""tem4""]",n.. 新郎,C2,null,/ˈbraɪdɡruːm/
bridge,"[""midschool"", ""highschool"", ""cet4"", ""cet6"", ""tem4""]",n.. 桥；桥梁 ; v.. 架桥于；缩短距离,A1,null,/brɪdʒ/
bridle,"[""cet6"", ""tem8"", ""ielts"", ""greA""]",n.. 马笼头；约束 ; v.. 抑制；控制,C2,null,/ˈbraɪdl/
brief,"[""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl""]",adj.. 简短的；短暂的 ; n.. 概要；简报 ; v.. 简要介绍,B1,null,/briːf/
briefcase,"[""tem4""]",n.. 公文包,C2,null,/ˈbriːfkeɪs/
briefing,"[""tem4""]",n.. 简报；情况介绍 ; v.. 向…介绍基本情况,B1,null,/ˈbriːfɪŋ/
briefly,"[""tem4""]",adv.. 简短地；短暂地,B1,null,/ˈbriːfli/
brigade,"[""tem4""]",n.. 旅；队；团体 ; v.. 把…编成旅（或队）,C1,null,/brɪˈɡeɪd/
bright,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",adj.. 明亮的；聪明的；欢快的 ; v.. 发光；闪耀,A1,null,/braɪt/
brighten,"[""cet4"", ""tem4"", ""ielts"", ""toefl""]",v.. 使明亮；使快活 ; v.. 变明亮；快活起来,A1,null,/ˈbraɪtən/
brightness,"[""cet6""]",n.. 明亮；亮度 ; adj.. 明亮的；聪明的,A1,"```json
[""Tech"", ""Science"", ""Art"", ""Environment"", ""Health"", ""Fashion"", ""Literature""]
```",/ˈbraɪtnəs/
brilliance,"[""tem4"", ""ielts"", ""toefl""]",n.. 光辉，才华,C2,null,/ˈbrɪljəns/
brilliant,"[""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",adj.. 卓越的；灿烂的 ; n.. 钻石,A2,null,/ˈbrɪljənt/
brim,"[""cet4"", ""tem4"", ""ielts"", ""toefl""]",n.. 边缘；帽檐 ; v.. 满溢；充盈,C2,null,/brɪm/
bring,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",v.. 带来，拿来,A1,null,/brɪŋ/
brink,"[""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 边缘；临界点,C2,null,/brɪŋk/
brisk,"[""cet4"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 轻快的；清新的 ; v.. 使轻快；使活跃,C2,null,/brɪsk/
bristle,"[""cet4"", ""tem4"", ""greA""]",v.. 竖立；发怒 ; n.. 短硬毛；刷子毛,C2,null,/ˈbrɪsəl/
britain,"[""midschool"", ""cet4""]",n.. 英国,A2,null,/ˈbrɪtən/
british,"[""midschool"", ""cet4"", ""tem4""]",adj.. 英国的；英国人的 ; n.. 英国人,A2,null,/ˈbrɪtɪʃ/
briton,"[""tem8""]",n.. 英国人,C2,null,/ˈbrɪtən/
brittle,"[""cet4"", ""tem8"", ""ielts"", ""toefl"", ""greA""]",adj.. 脆的；易碎的 ; n.. 脆弱的东西,C2,"```json
[""Tech"", ""Science"", ""Art"", ""Health"", ""Materials Science""]
```  

(Note: ""Materials Science"" is often a subset of ""Science"" but was included explicitly for clarity, as ""brittle"" is a key property in material behavior.)",/ˈbrɪtl/
broach,"[""greA""]",v.. 提出；钻孔 ; n.. 锥形工具；胸针,C2,null,/brəʊtʃ/
broad,"[""highschool"", ""cet4"", ""tem4""]",adj.. 宽的；广泛的 ; v.. 扩大；变宽,B1,null,/brɔːd/
broadcast,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts""]",v.. 广播；播送 ; n.. 广播；广播节目,B2,"```json
[""Tech"", ""Media"", ""Sports""]
```",/ˈbrɔːdkæst/
broaden,"[""cet6"", ""tem4"", ""ielts"", ""toefl""]",v.. 拓宽，扩大,B2,null,/ˈbrɔːdn/
broccoli,"[""tem8""]",n.. 西兰花,B1,null,/ˈbrɒkəli/
brochure,"[""highschool"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 小册子,B2,null,/brəʊˈʃʊr/
broke,"[""tem8""]",v.. 打破；折断；破坏 ; adj.. 破产的；身无分文的,A2,null,/brəʊk/
broken,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",adj.. 破碎的，损坏的 ; v.. 打破，折断,A1,null,/ˈbroʊkən/
broker,"[""tem8"", ""greA""]",n.. 经纪人；中间人 ; v.. 安排；协商,A2,"```json
[""Economy"", ""Politics"", ""Laws""]
```",/ˈbroʊkər/
brokerage,"[""tem8""]",n.. 经纪业务；佣金 ; n.. 经纪公司,C2,"```json
[""Economy"", ""Laws""]
```",/ˈbroʊkərɪdʒ/
bromide,"[""greA""]",n.. 陈词滥调；溴化物,C2,null,/ˈbroʊ.maɪd/
bronchitis,"[""tem8""]",n.. 支气管炎,C2,"```json
[""Health""]
```",/brɒŋˈkaɪtɪs/
bronze,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",n.. 青铜；铜牌 ; adj.. 青铜色的,B1,"```json
[""Art"", ""History"", ""Sports"", ""Fashion""]
```",/brɒnz/
brooch,"[""tem4""]",n.. 胸针,C2,null,/brəʊtʃ/
brood,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""greA""]",v.. 孵蛋；沉思 ; n.. 一窝幼雏；一家人,C2,null,/bruːd/
brook,"[""cet4"", ""tem4"", ""ielts"", ""greA""]",v.. 容忍；忍受 ; n.. 小溪,C2,null,/brʊk/
broom,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 扫帚 ; v.. 用扫帚清扫,C2,null,/bruːm/
brothel,"[""tem8""]",n.. 妓院,C2,null,/ˈbrɒθ.əl/
brother,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 兄弟；同事；教友 ; v.. 以兄弟相称；对待如兄弟,A1,null,/ˈbrʌðər/
brother-in-law,"[""tem4""]",n.. 姐夫；妹夫；内兄；内弟；连襟,B1,null,/ˈbrʌðər ɪn ˌlɔː/
brotherhood,"[""midschool"", ""tem4""]",n.. 兄弟关系；手足情谊,B1,null,/ˈbrʌðərˌhʊd/
brotherly,"[""tem4""]",adj.. 兄弟般的；友爱的,A1,null,/ˈbrʌðərli/
brow,"[""cet4"", ""tem4""]",n.. 眉毛；额 ; v.. 皱眉,C1,null,/braʊ/
browbeat,"[""greA""]",v.. 威吓，恫吓,C2,null,/ˈbraʊbiːt/
brown,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts""]",adj.. 棕色的 ; n.. 棕色,A2,null,/braʊn/
browse,"[""tem4""]",v.. 浏览；随意翻阅 ; n.. 浏览；吃草,B2,null,/braʊz/
browser,"[""tem8""]",n.. 浏览器,B2,"```json
[""Tech""]
```",/ˈbraʊzər/
bruise,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 瘀伤；青肿 ; v.. 使受瘀伤；碰伤,B2,null,/bruːz/
bruit,"[""greA""]",n.. 传闻；谣言 ; v.. 传播；散布,C2,null,/bruːt/
brunch,"[""highschool"", ""tem4""]",n.. 早午餐,C2,null,/brʌnʧ/
brunette,"[""tem8""]",n.. 深褐色头发的女人,C2,null,bruːˈnɛt
brunt,"[""tem8"", ""greA""]",n.. 主要冲击；主要压力,C2,null,/brʌnt/
brush,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""toefl""]",n.. 刷子；画笔 ; v.. 刷；擦过,A1,"[""Art"", ""Fashion"", ""Health""]",/brʌʃ/
brusque,"[""tem8"", ""greA""]",adj.. 唐突的，鲁莽的,C2,null,/brʌsk/
brutal,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 残忍的；冷酷的 ; adj.. 严峻的；严酷的,C1,null,/ˈbruːtəl/
brute,"[""cet4"", ""tem4"", ""ielts"", ""greA""]",n.. 野兽；残忍的人 ; adj.. 残忍的；无理性的,C2,null,/bruːt/
brutish,"[""tem8""]",adj.. 粗野的；残忍的,C2,null,/ˈbruːtɪʃ/
bubble,"[""cet4"", ""tem4"", ""ielts"", ""toefl""]",n.. 气泡；泡沫 ; v.. 冒泡；沸腾,B1,null,/ˈbʌbəl/
buck,"[""cet6"", ""tem4"", ""toefl"", ""greA""]",v.. 反对；抵制 ; n.. 美元；雄鹿,C1,null,/bʌk/
bucket,"[""cet4"", ""tem4"", ""ielts"", ""greA""]",n.. 桶；水桶 ; v.. 快速移动；倾泻,A1,null,/ˈbʌkɪt/
buckle,"[""tem4"", ""toefl""]",v.. 扣住；弯曲；屈服 ; n.. 搭扣；扣子,C2,null,/ˈbʌkəl/
bucolic,"[""greA""]",adj.. 田园的；乡村的,C2,null,/bjuːˈkɒlɪk/
bud,"[""cet4"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 芽；花蕾 ; v.. 发芽；萌芽,B2,null,/bʌd/
buddha,"[""tem4""]",n.. 佛；佛陀,C1,null,/ˈbʊdə/
buddhism,"[""highschool"", ""cet6"", ""tem4""]",n.. 佛教,C1,null,/ˈbʊd.ɪ.zəm/
buddhist,"[""tem4""]",n.. 佛教徒,C1,null,/ˈbʊdɪst/
buddy,"[""tem8"", ""toefl""]",n.. 伙伴；朋友,B1,null,/ˈbʌdi/
budge,"[""tem8"", ""toefl"", ""greA""]",v.. 移动；让步 ; n.. 毛皮帽,C2,"```json
[""Economy"", ""Politics"", ""Laws""]
```",/bʌdʒ/
budget,"[""highschool"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 预算 ; v.. 编预算；安排开支,B1,"```json
[""Economy"", ""Politics"", ""Environment"", ""Health"", ""Education"", ""Society"", ""Laws""]
```",/ˈbʌdʒɪt/
buff,"[""tem8""]",n.. 爱好者；迷 ; v.. 擦亮；使光滑,C2,"```json
[""Sports"", ""Fashion""]
```",/bʌf/
buffalo,"[""cet6"", ""tem4"", ""toefl""]",n.. 水牛；野牛 ; v.. 威吓；欺负,C1,null,/ˈbʌfəloʊ/
buffer,"[""tem8""]",n.. 缓冲；缓冲区 ; v.. 缓冲；减轻,C1,"```json
[""Tech"", ""Science"", ""Environment"", ""Health""]
```",/ˈbʌfər/
buffet,"[""highschool"", ""tem4"", ""ielts""]",n.. 自助餐；餐台 ; v.. 连续打击；冲击,C2,null,/ˈbʌfeɪ/
buffoon,"[""greA""]",n.. 小丑，滑稽的人,C2,null,/bəˈfuːn/
bug,"[""cet6"", ""tem4"", ""ielts""]",n.. 虫子；故障 ; v.. 烦扰；装窃听器,A2,"```json
[""Tech"", ""Health"", ""Science""]
```",/bʌɡ/
buggy,"[""tem8""]",n.. 婴儿车；小推车 ; adj.. 多虫的；故障多的,C2,"```json
[""Tech"", ""Fashion""]
```",/ˈbʌɡi/
bugle,"[""cet6"", ""tem4""]",n.. 号角 ; v.. 吹号,C2,null,/ˈbjuːɡəl/
build,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",v.. 建造，建立 ; n.. 构造，体格,A1,null,/bɪld/
builder,"[""tem4""]",n.. 建造者；建筑工人 ; n.. 创建者；开发者,B1,null,/ˈbɪldər/
building,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 建筑物；建筑 ; v.. 建造；建立,A1,null,/ˈbɪldɪŋ/
bulb,"[""cet4"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 灯泡；球茎 ; v.. 膨胀成球状,A2,"```json
[""Tech"", ""Science"", ""Art"", ""Environment"", ""Health""]
```",/bʌlb/
bulge,"[""tem8"", ""greA""]",n.. 膨胀，凸起 ; v.. 膨胀，凸出,C2,null,/bʌldʒ/
bulk,"[""cet4"", ""tem8"", ""ielts"", ""toefl"", ""greA""]",n.. 体积；大量 ; adj.. 散装的；大批的 ; v.. 使膨胀；使增大,B2,null,/bʌlk/
bulky,"[""tem8"", ""ielts"", ""toefl""]",adj.. 庞大的；笨重的,C2,null,/ˈbʌlki/
bull,"[""cet4"", ""cet6"", ""tem4"", ""ielts""]",n.. 公牛；雄兽 ; v.. 强行实现；推挤,B1,null,/bʊl/
bulldozer,"[""tem4""]",n.. 推土机 ; v.. 强行推进,C2,null,/ˈbʊlˌdoʊzər/
bullet,"[""cet4"", ""tem4""]",n.. 子弹；弹头 ; v.. 快速移动,B1,null,/ˈbʊlɪt/
bulletin,"[""cet6"", ""tem4"", ""ielts"", ""toefl""]",n.. 公告；公报 ; v.. 公告；公布,B1,null,/ˈbʊlɪtɪn/
bullheaded,"[""tem8""]",adj.. 固执的，顽固的,C2,null,/ˈbʊlˌhɛdɪd/
bullion,"[""ielts""]",n.. 金块；银块,C2,"```json
[""Economy""]
```",/ˈbʊl.i.ən/
bullish,"[""tem4""]",adj.. 看涨的；乐观的,C2,"```json
[""Economy"", ""Finance""]
```",/ˈbʊlɪʃ/
bully,"[""tem4"", ""greA""]",v.. 欺负，威吓 ; n.. 欺凌者，恶霸,B2,null,/ˈbʊli/
bum,"[""tem8""]",v.. 乞讨；流浪 ; n.. 屁股；懒汉,B2,null,/bʌm/
bump,"[""cet6"", ""tem4"", ""ielts"", ""toefl""]",v.. 碰撞；颠簸 ; n.. 肿块；隆起,B1,null,/bʌmp/
bumper,"[""tem8""]",n.. 缓冲器；保险杠 ; adj.. 丰盛的；特大的,B2,null,/ˈbʌmpər/
bumptious,"[""greA""]",adj.. 傲慢的，自负的,C2,null,/ˈbʌmpʃəs/
bun,"[""highschool"", ""tem4""]",n.. 小圆面包；发髻 ; v.. 把（头发）挽成发髻,B2,null,/bʌn/
bunch,"[""highschool"", ""cet4"", ""tem4"", ""ielts""]",n.. 束，串 ; v.. 捆成一束,B1,"```json
[""Art"", ""Fashion"", ""Literature"", ""Society""]
```",/bʌntʃ/
bundle,"[""cet4"", ""tem4"", ""ielts"", ""toefl""]",n.. 捆，束 ; v.. 捆，绑,C1,null,/ˈbʌndl/
bungalow,"[""highschool"", ""tem4""]",n.. 平房,C2,null,/ˈbʌŋɡəloʊ/
bungle,"[""greA""]",v.. 搞砸，笨拙地做 ; n.. 失误，笨拙的行为,C2,null,/ˈbʌŋɡəl/
bunk,"[""tem8""]",v.. 放弃，遗弃 ; n.. 支持者；律师,C2,null,/bʌŋk/
bunker,"[""tem8""]",n.. 掩体；地堡 ; v.. 放弃，遗弃,C2,"```json
[""History"", ""Sports"", ""Environment""]
```",/ˈbʌŋkər/
buoy,"[""tem4"", ""greA""]",n.. 浮标；救生圈 ; v.. 使浮起；支撑；鼓舞,C2,null,/ˈbɔɪ/
buoyancy,"[""tem8""]",n.. 浮力；弹性 ; adj.. 轻快的；有浮力的,C2,"```json
[""Science"", ""Environment""]
```",/ˈbɔɪənsi/
buoyant,"[""greA""]",adj.. 有浮力的；轻快的；乐观的,C2,null,/ˈbɔɪənt/
burden,"[""highschool"", ""cet4"", ""cet6"", ""tem4""]",n.. 负担，重担 ; v.. 使负担，使负重,B2,null,/ˈbɜːrdn/
burdensome,"[""tem4"", ""ielts""]",adj.. 繁重的；累赘的,B2,null,/ˈbɜːrdənsəm/
bureau,"[""cet4"", ""tem4"", ""toefl""]",n.. 局；办事处；办公桌 ; n.. 衣柜；五斗橱,B1,null,/ˈbjʊəroʊ/
bureaucracy,"[""cet6"", ""tem4"", ""ielts"", ""greA""]",n.. 官僚制度；官僚主义,B2,"```json
[""Economy"", ""Politics"", ""Laws"", ""Society""]
```",/ˌbjʊəˈrɒkrəsi/
bureaucrat,"[""tem4""]",n.. 官僚；官员,C2,"```json
[""Politics"", ""Laws"", ""Society""]
```",/ˈbjʊərəkræt/
bureaucratic,"[""highschool""]",adj.. 官僚的；官僚主义的,C1,"```json
[""Economy"", ""Politics"", ""Society"", ""Laws""]
```",/ˌbjʊərəˈkrætɪk/
burgeon,"[""toefl"", ""greA""]",v.. 迅速成长；迅速发展 ; n.. 嫩芽；新芽,C2,null,/ˈbɜːrdʒən/
burglar,"[""highschool"", ""cet6"", ""tem4"", ""toefl""]",n.. 窃贼，夜盗,B1,null,/ˈbɜːrɡlər/
burglary,"[""tem4""]",n.. 入室盗窃,B2,null,/ˈbɜːrɡləri/
burial,"[""cet6"", ""tem4"", ""ielts"", ""greA""]",n.. 埋葬；葬礼,B2,null,/ˈbɛr.i.əl/
burlesque,"[""greA""]",n.. 滑稽模仿；讽刺表演 ; v.. 滑稽模仿；讽刺,C2,"```json
[""Art"", ""Fashion"", ""Media"", ""Literature""]
```",/bərˈlɛsk/
burn,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",v.. 燃烧；烧伤；烫伤 ; n.. 烧伤；灼伤,A2,null,/bɜːrn/
burner,"[""cet6""]",n.. 燃烧器；炉头 ; n.. 支持者；律师,A2,null,/ˈbɜːrnər/
burning,"[""toefl""]",v.. 燃烧；烧毁 ; adj.. 燃烧的；炽热的；强烈的,B1,null,/ˈbɜːrnɪŋ/
burnish,"[""toefl"", ""greA""]",v.. 擦亮，磨光 ; n.. 光泽，光亮,A2,null,/ˈbɜːrnɪʃ/
burrow,"[""tem8"", ""toefl""]",v.. 挖掘；打洞 ; n.. 地洞；洞穴,C2,null,/ˈbɜːroʊ/
burst,"[""highschool"", ""cet4"", ""tem4""]",v.. 爆裂，破裂；突然发生 ; n.. 爆发；一阵,B1,"```json
[""Tech"", ""Economy"", ""Science"", ""Art"", ""Environment"", ""Health"", ""Fashion"", ""Media"", ""Literature"", ""Society""]
```",/bɜːrst/
bury,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",v.. 埋葬；掩埋,A2,null,/ˈbɛri/
bus,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 公共汽车 ; v.. 乘公共汽车,A1,null,/bʌs/
bush,"[""highschool"", ""cet4"", ""tem4"", ""ielts""]",n.. 灌木；矮树丛 ; v.. 丛生；以灌木装饰,A2,null,/bʊʃ/
bushel,"[""cet6"", ""tem4""]",n.. 蒲式耳（谷物容量单位） ; v.. 修补（衣服）,C2,null,/ˈbʊʃəl/
bushy,"[""tem4""]",adj.. 浓密的；灌木茂密的,C2,null,/ˈbʊʃi/
business,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts""]",n.. 商业；生意；事务 ; adj.. 商业的；业务的,A1,"```json
[""Economy"", ""Politics"", ""Society"", ""Laws""]
```",/ˈbɪznəs/
businessman,"[""midschool"", ""highschool"", ""tem4""]",n.. 商人；企业家,A2,"```json
[""Economy"", ""Politics"", ""Society""]
```",/ˈbɪznəsmən/
businesswoman,"[""highschool""]",n.. 女商人；女企业家,A2,"```json
[""Economy"", ""Society""]
```",/ˈbɪznɪsˌwʊmən/
bust,"[""tem4"", ""greA""]",v.. 击碎；逮捕 ; n.. 半身像；胸部,B1,null,/bʌst/
bustle,"[""tem8""]",v.. 忙碌，奔忙 ; n.. 喧闹，忙乱,B2,null,/ˈbʌsəl/
busy,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",adj.. 忙碌的 ; v.. 使忙于,A1,null,/ˈbɪzi/
but,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",conj.. 但是，然而,A2,null,/bʌt/
butcher,"[""highschool"", ""cet4"", ""tem4"", ""ielts""]",n.. 屠夫；肉贩 ; v.. 屠宰；残杀,B2,null,/ˈbʊtʃər/
butler,"[""tem4""]",n.. 男管家,B2,null,/ˈbʌt.lər/
butt,"[""cet6"", ""tem4"", ""toefl"", ""greA""]",n.. 屁股；烟头 ; v.. 用头撞；顶撞,A2,null,/bʌt/
butter,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl""]",n.. 黄油 ; v.. 涂黄油于,A1,null,/ˈbʌtər/
butterfly,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts""]",n.. 蝴蝶 ; v.. 快速移动,A1,null,/ˈbʌtərflaɪ/
buttock,"[""tem8""]",n.. 臀部,C2,null,/ˈbʌtək/
button,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 纽扣；按钮 ; v.. 扣上纽扣,A1,null,/ˈbʌtən/
buttress,"[""greA""]",n.. 支撑物；扶壁 ; v.. 支持；加固,C2,null,/ˈbʌtrɪs/
buy,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",v.. 买，购买 ; n.. 购买；买卖,A1,null,/baɪ/
buzz,"[""cet6"", ""tem4"", ""tem8"", ""ielts""]",v.. 嗡嗡响；忙碌 ; n.. 嗡嗡声；传闻,B2,"```json
[""Tech"", ""Media"", ""Fashion""]
```",/bʌz/
by,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",prep.. 被；经由；在...旁边；到...之前；通过；根据 ; adv.. 经过；在旁边,A1,null,/baɪ/
by-product,"[""tem4"", ""ielts""]",n.. 副产品,B2,"```json
[""Economy"", ""Science"", ""Environment"", ""Health""]
```",/ˈbaɪˌprɒdʌkt/
bye,"[""midschool"", ""highschool"", ""tem4""]",interj.. 再见 ; n.. 轮空（体育比赛）,A1,null,/baɪ/
bygone,"[""ielts""]",adj.. 过去的，以往的,C2,null,/ˈbaɪɡɒn/
byline,"[""greA""]",n.. 署名行 ; v.. 署名,C2,null,/ˈbaɪlaɪn/
bypass,"[""cet6"", ""tem8"", ""ielts""]",v.. 绕过；避开 ; n.. 旁路；分流术,C2,"```json
[""Tech"", ""Health"", ""Laws""]
```",/ˈbaɪpæs/
byproduct,"[""greA""]",n.. 副产品,C2,"```json
[""Economy"", ""Science"", ""Environment"", ""Health""]
```",/ˈbaɪˌprɒdʌkt/
bystander,"[""greA""]",n.. 旁观者,C2,null,/ˈbaɪˌstændər/
byte,"[""tem4""]",n.. 字节,C2,"```json
[""Tech""]
```",/baɪt/
byword,"[""toefl""]",n.. 谚语；格言；代名词,C2,null,/ˈbaɪwɜːrd/
byzantine,"[""greA""]",adj.. 拜占庭的；错综复杂的,C2,"```json
[""History"", ""Art"", ""Politics""]
```",/ˈbɪzəntiːn/
c,"[""midschool"", ""highschool"", ""cet4""]",n.. 字母C ; num.. 罗马数字100 ; abbr.. 摄氏；碳,A1,null,/siː/
cab,"[""highschool"", ""tem4"", ""ielts""]",n.. 出租车；驾驶室 ; v.. 乘出租车,A2,null,/kæb/
cabal,"[""greA""]",n.. 阴谋集团；秘密小集团,A2,"```json
[""Politics"", ""History"", ""Literature""]
```",/kəˈbæl/
cabaret,"[""tem8""]",n.. 卡巴莱歌舞表演 ; n.. 夜总会,C2,"```json
[""Art"", ""Literature"", ""History"", ""Media""]
```",/kæbəˈreɪ/
cabbage,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 卷心菜,B1,null,/ˈkæbɪdʒ/
cabin,"[""cet4"", ""tem4"", ""ielts"", ""toefl""]",n.. 小屋；船舱；机舱 ; v.. 住小屋；禁闭,B1,null,/ˈkæbɪn/
cabinet,"[""cet4"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 橱柜；内阁,B2,"```json
[""Politics"", ""Laws"", ""History""]
```",/ˈkæbɪnɪt/
cable,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",n.. 电缆；缆绳 ; v.. 发电报,B2,"```json
[""Tech"", ""Economy"", ""Media"", ""Travel""]
```",/ˈkeɪbəl/
cache,"[""tem8"", ""greA""]",n.. 高速缓冲存储器；隐藏处 ; v.. 隐藏；缓存,C2,"```json
[""Tech"", ""Economy"", ""Health""]
```",/ˈkæʃ/
cackle,"[""tem8""]",v.. 咯咯笑 ; n.. 咯咯笑声,C2,null,/ˈkækəl/
cacophonous,"[""greA""]",adj.. 刺耳的，不和谐的,C2,null,/kəˈkɒfənəs/
cacophony,"[""greA""]",n.. 刺耳的声音；不和谐音,C2,null,/kəˈkɒfəni/
cactus,"[""tem4"", ""toefl""]",n.. 仙人掌,C2,null,ˈkæktəs
cad,"[""tem8""]",n.. 无赖；卑鄙的人,C2,null,/kæd/
cadet,"[""tem4"", ""greA""]",n.. 军校学员；实习生,C2,null,/kəˈdɛt/
cadge,"[""greA""]",v.. 乞讨；白要 ; n.. 乞讨者,C2,null,/kædʒ/
cadre,"[""tem4""]",n.. 骨干；干部,C2,null,/ˈkɑːdr/
cafe,"[""highschool"", ""cet4"", ""ielts""]",n.. 咖啡馆；小餐馆,A1,null,/kæˈfeɪ/
cafeteria,"[""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",n.. 自助餐厅,A2,null,/kæfɪˈtɪəriə/
café,"[""midschool"", ""tem4""]",n.. 咖啡馆,A1,null,/ˈkæfeɪ/
cage,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 笼子 ; v.. 关入笼中,B1,null,/keɪdʒ/
cajole,"[""tem8"", ""greA""]",v.. 哄骗，劝诱,C2,null,/kəˈdʒoʊl/
cake,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 蛋糕 ; v.. 结块,A1,null,/keɪk/
calamity,"[""tem8"", ""toefl"", ""greA""]",n.. 灾难，灾祸,C2,null,/kəˈlæmɪti/
calcium,"[""tem4"", ""toefl"", ""greA""]",n.. 钙,C1,"```json
[""Science"", ""Health""]
```",/ˈkælsiəm/
