word,word_book,definition,CEFR,tag,phonetic
overseas,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",adj.. 海外的，国外的 ; adv.. 在海外，在国外,B1,null,/ˌoʊvərˈsiːz/
oversee,"[""greA""]",v.. 监督；监管,C2,null,/ˌoʊvərˈsiː/
overshadow,"[""tem8"", ""greA""]",v.. 使黯然失色；遮蔽 ; n.. 阴影；遮蔽物,B2,null,/ˌoʊvərˈʃædoʊ/
oversight,"[""tem8"", ""ielts""]",n.. 疏忽；监督 ; v.. 监督；看管,A1,null,/ˈoʊvərˌsaɪt/
overstate,"[""cet6"", ""tem8"", ""greA""]",v.. 夸大，夸张,C2,null,/ˌəʊvəˈsteɪt/
overt,"[""tem8"", ""greA""]",adj.. 公开的；明显的,C2,null,/əʊˈvɜːt/
overtake,"[""cet4"", ""cet6"", ""tem4"", ""ielts""]",v.. 追上，超越,B2,null,/ˌəʊvəˈteɪk/
overthrow,"[""cet6"", ""tem4"", ""ielts"", ""greA""]",v.. 推翻；打倒 ; n.. 推翻；打倒,B2,"```json
[""Politics"", ""History"", ""Laws""]
```",/ˈoʊvərˌθroʊ/
overtime,"[""cet4"", ""tem4"", ""ielts""]",n.. 加班；加班时间 ; adj.. 加班的 ; adv.. 超时地,B2,null,/ˈəʊvətaɪm/
overture,"[""tem8"", ""greA""]",n.. 序曲；提议,C1,"```json
[""Art"", ""Literature"", ""Music""]
```",/ˈəʊvətjʊər/
overturn,"[""cet6"", ""tem4"", ""greA""]",v.. 推翻，颠覆 ; n.. 翻转，倾覆,B2,null,/ˌoʊvərˈtɜrn/
overview,"[""tem8""]",n.. 概述，概览,A2,null,/ˈoʊvərˌvjuː/
overweight,"[""highschool"", ""tem4""]",adj.. 超重的 ; n.. 超重,A2,"```json
[""Health"", ""Society""]
```",/ˈoʊvərˌweɪt/
overwhelm,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 压倒；淹没；使不知所措,B1,null,/ˌoʊvərˈwɛlm/
overwhelming,"[""cet6"", ""tem4"", ""ielts""]",adj.. 压倒性的；无法抗拒的,B1,null,/ˌoʊvərˈwɛlmɪŋ/
overwrought,"[""greA""]",adj.. 过度紧张的；过度兴奋的,C1,null,/ˌoʊvərˈrɔːt/
ovum,"[""tem8""]",n.. 卵子,C2,,/ˈoʊvəm/
owe,"[""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts""]",v.. 欠；应感激,B1,null,/əʊ/
owing,"[""tem4""]",adj.. 欠着的，未付的 ; prep.. 由于,B1,,/ˈoʊɪŋ/
owl,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 猫头鹰,B2,null,/aʊl/
own,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts""]",v.. 拥有 ; adj.. 自己的,A2,null,/oʊn/
owner,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 所有者；物主,A1,null,/ˈoʊnər/
ownership,"[""highschool"", ""cet4"", ""tem4"", ""ielts""]",n.. 所有权；拥有,A2,null,/ˈoʊnərˌʃɪp/
ox,"[""highschool"", ""cet4"", ""tem4""]",n.. 牛 ; n.. 公牛,B2,null,/ɒks/
oxide,"[""cet6"", ""tem4"", ""ielts"", ""toefl""]",n.. 氧化物,C1,"```json
[""Tech"", ""Science"", ""Environment"", ""Health""]
```",/ˈɒksaɪd/
oxidize,"[""cet6"", ""tem8"", ""greA""]",v.. 氧化,C2,"```json
[""Science"", ""Environment"", ""Health""]
```",/ˈɒksɪdaɪz/
oxygen,"[""highschool"", ""tem4"", ""ielts"", ""toefl""]",n.. 氧气,B1,"```json
[""Science"", ""Health"", ""Environment""]
```",/ˈɒksɪdʒən/
oyster,"[""cet6"", ""tem4"", ""ielts"", ""toefl""]",n.. 牡蛎 ; v.. 采牡蛎,C2,null,/ˈɔɪstər/
ozone,"[""tem4""]",n.. 臭氧,B2,"```json
[""Science"", ""Environment"", ""Health""]
```",/ˈoʊzoʊn/
p,"[""midschool"", ""highschool"", ""cet4""]",n.. 字母P ; v.. 小便 ; n.. 停车场标志,B1,null,/p/
pace,"[""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts""]",n.. 步速；步伐 ; v.. 踱步；调整节奏,B1,null,/peɪs/
pacific,"[""midschool"", ""highschool"", ""cet4"", ""cet6"", ""tem4""]",adj.. 和平的；温和的 ; n.. 太平洋,A2,null,/pəˈsɪfɪk/
pacifist,"[""greA""]",n.. 和平主义者；反战者,B2,null,/ˈpæsɪfɪst/
pacify,"[""tem8"", ""toefl"", ""greA""]",v.. 安抚；平息,B2,null,/ˈpæsɪfaɪ/
pack,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 打包；包装 ; n.. 包；包裹,A2,null,/pæk/
package,"[""highschool"", ""tem4""]",n.. 包裹；包；软件包 ; v.. 打包；包装,B1,null,/ˈpækɪdʒ/
packaging,"[""ielts""]",n.. 包装；包装材料,B1,"```json
[""Tech"", ""Economy"", ""Environment"", ""Health"", ""Fashion""]
```",/ˈpækɪdʒɪŋ/
packed,"[""toefl"", ""greA""]",adj.. 挤满的；塞满的 ; v.. 打包；包装,B2,null,/pækt/
packet,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 小包；数据包 ; v.. 打包；包装,B2,null,/ˈpækɪt/
pact,"[""tem4"", ""toefl"", ""greA""]",n.. 协定；公约；条约,C1,null,/pækt/
pad,"[""cet4"", ""tem4"", ""ielts""]",n.. 垫；衬垫；便笺本 ; v.. 填塞；走,B2,null,/pæd/
padding,"[""greA""]",n.. 填充物；衬垫 ; v.. 填充；加垫子,B2,"```json
[""Tech"", ""Fashion"", ""Art"", ""Media""]
```",/ˈpædɪŋ/
paddle,"[""highschool"", ""tem4"", ""toefl""]",v.. 划桨；涉水 ; n.. 桨；球拍,B1,null,/ˈpædəl/
paddock,"[""tem4""]",n.. 围场；小牧场 ; v.. 把（马等）关入围场,C2,null,/ˈpædək/
paddy,"[""tem8""]",n.. 稻田；稻谷,C2,null,/ˈpædi/
padlock,"[""tem8""]",n.. 挂锁 ; v.. 用挂锁锁上,C2,null,/ˈpædˌlɒk/
paean,"[""greA""]",n.. 赞歌，颂歌,C2,null,/ˈpiːən/
pagan,"[""tem8"", ""greA""]",n.. 异教徒；非基督徒 ; adj.. 异教的；非基督教的,C2,null,/ˈpeɪɡən/
page,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 页，页面 ; v.. 翻页,A1,null,/peɪdʒ/
pageant,"[""tem8"", ""greA""]",n.. 选美比赛；盛装游行,C2,null,/ˈpædʒənt/
pager,"[""tem4""]",n.. 寻呼机,C2,"```json
[""Tech"", ""Health""]
```",/ˈpeɪdʒər/
pagoda,"[""tem4""]",n.. 塔，宝塔,C2,null,/pəˈɡoʊdə/
pail,"[""cet4"", ""tem4""]",n.. 桶，提桶,C2,null,/peɪl/
pain,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 疼痛；痛苦 ; v.. 使痛苦,B1,"```json
[""Health"", ""Art"", ""Literature"", ""Society""]
```",/peɪn/
painful,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",adj.. 痛苦的；疼痛的,B1,null,/ˈpeɪnfəl/
painkiller,"[""tem4"", ""greA""]",n.. 止痛药,C2,"```json
[""Health""]
```",/ˈpeɪnˌkɪlər/
painstaking,"[""tem8"", ""toefl"", ""greA""]",adj.. 艰苦的；费力的,C2,null,/ˈpeɪnzteɪkɪŋ/
paint,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",v.. 绘画；涂油漆 ; n.. 油漆；颜料,A1,"```json
[""Art"", ""Fashion""]
```",/peɪnt/
painter,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 画家；油漆工,A2,"```json
[""Art"", ""History"", ""Literature"", ""Fashion""]
```",/ˈpeɪntər/
painting,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts""]",n.. 绘画；油画；画作 ; v.. 绘画；涂色,A1,"```json
[""Art"", ""History"", ""Literature"", ""Society""]
```",/ˈpeɪntɪŋ/
pair,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts""]",n.. 一对，一双 ; v.. 配对，使成对,A1,,/peər/
pajamas,"[""tem4""]",n.. 睡衣裤,B2,null,/pəˈdʒɑːməz/
pal,"[""cet6"", ""tem8""]",n.. 朋友；伙伴 ; v.. 放弃，遗弃,A2,null,/pæl/
palace,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 宫殿；王宫,A1,null,/ˈpælɪs/
palatable,"[""tem8"", ""toefl""]",adj.. 可口的，美味的；合意的,A2,null,/ˈpælətəbəl/
palatal,"[""tem8""]",adj.. 腭的 ; n.. 腭音,A2,null,/ˈpælətəl/
palate,"[""tem8"", ""toefl"", ""greA""]",n.. 上颚；味觉 ; v.. 品尝；欣赏,A2,null,/ˈpælət/
palatial,"[""greA""]",adj.. 宫殿般的，宏伟的,A2,null,/pəˈleɪʃəl/
pale,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl""]",adj.. 苍白的；浅色的 ; v.. 变苍白；失色,B1,null,/peɪl/
paleolithic,"[""greA""]",adj.. 旧石器时代的,C2,"```json
[""History"", ""Science""]
```",/ˌpeɪliəˈlɪθɪk/
paleontology,"[""greA""]",n.. 古生物学,C2,"```json
[""Science"", ""History""]
```",/ˌpeɪliɒnˈtɒlədʒi/
palette,"[""tem8"", ""greA""]",n.. 调色板；颜料,C2,"```json
[""Art"", ""Fashion""]
```",/ˈpælɪt/
pall,"[""greA""]",v.. 使厌倦；失去吸引力 ; n.. 棺罩；压抑感,A2,null,/pɔːl/
palliate,"[""greA""]",v.. 减轻，缓解,A2,null,/ˈpæliˌeɪt/
palliative,"[""greA""]",adj.. 缓解的 ; n.. 姑息剂,A2,"```json
[""Health"", ""Medicine""]
```  

(Note: Although ""Medicine"" was not explicitly listed among the options, ""Health"" is the closest relevant domain. If strictly limited to the provided choices, the answer would be `[""Health""]`.)",/ˈpæliətɪv/
pallid,"[""greA""]",adj.. 苍白的；无血色的,C2,null,/ˈpælɪd/
palm,"[""cet4"", ""tem4"", ""ielts""]",n.. 手掌；棕榈树 ; v.. 把…藏于手掌中,B1,null,/pɑːm/
palmy,"[""greA""]",adj.. 繁荣的；兴旺的,C2,null,/ˈpɑːmi/
palpable,"[""tem8"", ""greA""]",adj.. 可触摸的；明显的,C2,null,/ˈpælpəbəl/
palpitate,"[""greA""]",v.. 心悸，颤抖,C2,null,/ˈpælpɪteɪt/
palter,"[""greA""]",v.. 含糊其辞；敷衍,C2,null,/ˈpɔːltər/
paltry,"[""greA""]",adj.. 微不足道的，无价值的,C2,null,/ˈpɔːltri/
pamper,"[""tem8""]",v.. 娇惯，溺爱,C2,null,/ˈpæmpər/
pamphlet,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 小册子,C2,null,/ˈpæmflɪt/
pan,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts"", ""greA""]",n.. 平底锅；盘状物 ; v.. 严厉批评；摇镜头,A2,null,/pæn/
panacea,"[""tem8"", ""toefl"", ""greA""]",n.. 万能药；灵丹妙药,C2,null,/ˌpænəˈsiːə/
panache,"[""greA""]",n.. 潇洒；华丽,C2,null,/pəˈnæʃ/
pancake,"[""highschool"", ""tem8""]",n.. 薄煎饼 ; v.. 使平坠着陆；压扁,B2,null,/ˈpæn.keɪk/
pancreas,"[""toefl"", ""greA""]",n.. 胰腺,C2,"```json
[""Health""]
```",/ˈpæŋkriəs/
panda,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 熊猫,C2,null,/ˈpændə/
pandemic,"[""greA""]",n.. 大流行病,B2,"```json
[""Health"", ""Society"", ""Politics"", ""Economy"", ""Environment""]
```",/pænˈdɛmɪk/
pandemonium,"[""greA""]",n.. 混乱，喧嚣,C2,null,/ˌpændɪˈmoʊniəm/
pander,"[""greA""]",v.. 迎合；怂恿 ; n.. 拉皮条者,C2,null,/ˈpændər/
pane,"[""cet4"", ""tem4"", ""ielts""]",n.. 窗玻璃；窗格,A2,null,/peɪn/
panegyric,"[""greA""]",n.. 颂词，颂文,C2,null,/ˌpæn.əˈdʒɪr.ɪk/
panel,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 面板；专家组 ; v.. 镶嵌；装面板,B2,"```json
[""Tech"", ""Economy"", ""Science"", ""Art"", ""Politics"", ""Environment"", ""Health"", ""Education"", ""Society"", ""Laws""]
```",/ˈpænəl/
pang,"[""tem8"", ""greA""]",n.. 一阵剧痛 ; v.. 使剧痛,C2,null,/pæŋ/
panic,"[""highschool"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 恐慌 ; n.. 恐慌,B1,null,/ˈpænɪk/
panorama,"[""tem4"", ""ielts"", ""greA""]",n.. 全景；全景画,C2,null,/ˌpæn.əˈrɑː.mə/
panoramic,"[""tem8"", ""ielts""]",adj.. 全景的,C2,null,/ˌpænəˈræmɪk/
pant,"[""cet4"", ""cet6"", ""tem8"", ""ielts""]",v.. 气喘；喘息 ; n.. 裤子,C2,null,/pænt/
panther,"[""cet6"", ""tem8"", ""greA""]",n.. 黑豹；美洲豹,C2,null,/ˈpænθər/
pantomime,"[""tem8"", ""greA""]",n.. 哑剧；手势 ; v.. 用手势表达；演哑剧,C2,"```json
[""Art"", ""Media"", ""Literature""]
```",/ˈpæntəmaɪm/
pantry,"[""cet6"", ""ielts"", ""greA""]",n.. 食品储藏室,C2,null,/ˈpæntri/
pants,"[""cet6"", ""tem4"", ""ielts"", ""toefl""]",n.. 裤子 ; v.. 气喘,A1,null,/pænts/
paper,"[""midschool"", ""highschool"", ""cet4"", ""cet6"", ""tem4""]",n.. 纸；文件；论文 ; v.. 用纸包装；贴糊墙纸,A1,null,/ˈpeɪpər/
paperweight,"[""tem4""]",n.. 镇纸,C2,null,/ˈpeɪpərweɪt/
paperwork,"[""highschool"", ""tem4""]",n.. 文书工作,B2,null,/ˈpeɪpərwɜːrk/
papyrus,"[""greA""]",n.. 纸莎草；纸莎草纸,C2,,/pəˈpaɪrəs/
par,"[""tem8"", ""ielts""]",n.. 标准；同等 ; v.. 使同等；达到标准,C1,null,/pɑːr/
parable,"[""tem8"", ""greA""]",n.. 寓言；比喻,B1,null,/ˈpærəbəl/
parabola,"[""greA""]",n.. 抛物线,C2,"```json
[""Science"", ""Math""]
```  

(Note: Although ""Math"" was not in the original list, ""parabola"" is primarily a mathematical concept. If strictly limited to the provided domains, the closest fit is ""Science."")  

If you'd like to include ""Math,"" please add it to the domain list. Otherwise, the answer remains:  

```json
[""Science""]
```",/pəˈræbələ/
parachute,"[""cet6"", ""tem4"", ""ielts""]",n.. 降落伞 ; v.. 用降落伞降落,B1,null,/ˈpærəʃuːt/
parade,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",n.. 游行；阅兵 ; v.. 游行；炫耀,B2,null,/pəˈreɪd/
paradigm,"[""tem8"", ""greA""]",n.. 范例；典范 ; n.. 模式；范式,C2,"```json
[""Tech"", ""Science"", ""Education"", ""Society""]
```",/ˈpærədaɪm/
paradise,"[""cet4"", ""cet6"", ""tem4"", ""ielts""]",n.. 天堂，乐园,B1,null,/ˈpærədaɪs/
paradox,"[""cet6"", ""tem4"", ""greA""]",n.. 悖论；自相矛盾,B2,null,/ˈpærədɒks/
paradoxical,"[""tem8""]",adj.. 矛盾的；似非而是的,B2,null,/ˌpærəˈdɒksɪkəl/
paraffin,"[""tem8""]",n.. 石蜡 ; adj.. 石蜡的,C2,"```json
[""Tech"", ""Science"", ""Health"", ""Environment""]
```",/ˈpærəfɪn/
paragon,"[""greA""]",n.. 模范，典范,C2,null,/ˈpærəɡɒn/
paragraph,"[""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts""]",n.. 段落 ; v.. 分段,A1,null,/ˈpærəɡræf/
parallel,"[""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 平行的；相同的 ; n.. 平行线；相似物 ; v.. 与...平行；类似,B2,null,/ˈpærəlɛl/
parallelism,"[""greA""]",n.. 平行；相似 ; adj.. 平行的；类似的,A2,null,/ˈpærəˌlɛlɪzəm/
paralyse,"[""cet6"", ""tem4"", ""ielts""]",v.. 使瘫痪；使麻痹,B1,null,/ˈpærəlaɪz/
paralysis,"[""tem8""]",n.. 瘫痪；麻痹,B2,"```json
[""Health"", ""Medicine""]
```  

(Note: While ""Medicine"" was not explicitly listed in your original domains, ""Health"" is the closest match. If you strictly require only the provided domains, the answer would be just `[""Health""]`.)",/pəˈræləsɪs/
paralytic,"[""tem8""]",adj.. 瘫痪的；麻痹的 ; n.. 瘫痪病人；酒精中毒者,C2,null,/ˌpærəˈlɪtɪk/
paralyze,"[""cet6"", ""toefl""]",v.. 使瘫痪；使麻痹,B1,null,/ˈpærəlaɪz/
parameter,"[""cet6"", ""tem8"", ""ielts"", ""greA""]",n.. 参数；界限,C1,"```json
[""Tech"", ""Science"", ""Economy"", ""Health"", ""Education""]
```",/pəˈræmɪtər/
paramilitary,"[""tem8""]",adj.. 准军事的 ; n.. 准军事部队,C2,"```json
[""Politics"", ""Laws"", ""Society""]
```",/ˌpærəˈmɪlɪteri/
paramount,"[""tem8"", ""toefl"", ""greA""]",adj.. 最重要的，至高无上的,C2,null,/ˈpærəmaʊnt/
paranoia,"[""tem8"", ""greA""]",n.. 偏执狂；妄想症,C2,null,/ˌpærəˈnɔɪə/
paranoid,"[""tem8"", ""greA""]",adj.. 偏执的；多疑的,C2,null,/ˈpærənɔɪd/
paraphrase,"[""tem4"", ""toefl"", ""greA""]",v.. 释义，改述 ; n.. 释义，改述,C2,null,/ˈpærəfreɪz/
parasite,"[""tem8"", ""ielts"", ""toefl"", ""greA""]",n.. 寄生虫；寄生植物,C2,"```json
[""Science"", ""Health"", ""Environment"", ""Literature""]
```",/ˈpærəˌsaɪt/
parasitic,"[""toefl""]",adj.. 寄生的,C2,"```json
[""Health"", ""Science"", ""Environment""]
```",/ˌpærəˈsɪtɪk/
parcel,"[""highschool"", ""cet4"", ""tem4""]",n.. 包裹 ; v.. 分配，分包,B1,null,/ˈpɑːrsəl/
parch,"[""greA""]",v.. 烤干，使干透,C2,null,/pɑːrtʃ/
pardon,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",v.. 原谅，宽恕 ; n.. 赦免；原谅 ; interj.. 请再说一遍,A2,null,/ˈpɑːrdn/
pare,"[""tem8"", ""greA""]",v.. 削皮；修剪,B1,null,/pɛər/
parent,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 父母；双亲,A1,null,/ˈpɛərənt/
parentage,"[""tem8""]",n.. 出身；血统 ; n.. 父母身份,B1,null,/ˈpɛərəntɪdʒ/
parenthesis,"[""tem4""]",n.. 圆括号；插入语,C2,null,/pəˈrɛnθɪsɪs/
parenthetical,"[""tem8""]",adj.. 插入的；括号内的 ; n.. 插入语；附带说明,C2,null,/ˌpærənˈθɛtɪkəl/
parenthood,"[""tem4""]",n.. 父母身份；亲子关系,B1,null,/ˈpɛərənˌhʊd/
pariah,"[""greA""]",n.. 贱民；被排斥者,C2,null,/pəˈraɪə/
parish,"[""tem4""]",n.. 教区；堂区,B1,null,/ˈpærɪʃ/
parity,"[""greA""]",n.. 平等；相同 ; n.. 等价；平价,B1,"```json
[""Economy"", ""Politics"", ""Laws"", ""Society""]
```",/ˈpærɪti/
park,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 公园；停车场 ; v.. 停放；放置,A2,null,/pɑːrk/
parka,"[""greA""]",n.. 派克大衣,A2,null,/ˈpɑːrkə/
parking,"[""midschool"", ""highschool"", ""tem4""]",n.. 停车；停车场 ; v.. 停车,B1,null,/ˈpɑːrkɪŋ/
parlance,"[""greA""]",n.. 说法，用语,C2,null,/ˈpɑːrləns/
parliament,"[""cet4"", ""tem4"", ""ielts"", ""toefl""]",n.. 议会，国会,B2,"```json
[""Politics"", ""Laws"", ""History"", ""Society""]
```",/ˈpɑː.lɪ.mənt/
parliamentary,"[""tem4""]",adj.. 议会的；国会的,B2,"```json
[""Politics"", ""Laws""]
```",/ˌpɑːrləˈmentəri/
parlour,"[""tem4""]",n.. 客厅；会客室 ; n.. （提供特定服务的）店铺,C2,null,/ˈpɑːlər/
parody,"[""tem8"", ""greA""]",n.. 滑稽模仿；戏仿 ; v.. 滑稽模仿；戏仿,C2,null,/ˈpærədi/
parole,"[""tem8""]",n.. 假释 ; v.. 假释,C2,null,/pəˈroʊl/
paroxysm,"[""greA""]",n.. 突发，发作,C2,null,/ˈpærəksɪzəm/
parquet,"[""greA""]",n.. 镶木地板 ; v.. 铺设镶木地板,C2,null,/ˈpɑːrkeɪ/
parrot,"[""midschool"", ""highschool"", ""tem4""]",n.. 鹦鹉 ; v.. 机械模仿,B1,null,/ˈpærət/
parry,"[""tem8"", ""greA""]",v.. 挡开，避开 ; n.. 挡开，躲避,C2,null,/ˈpæri/
parse,"[""greA""]",v.. 解析；分析 ; n.. 解析结果,C2,null,/pɑːrs/
parsimony,"[""greA""]",n.. 吝啬；节俭,C2,"```json
[""Economy"", ""Science"", ""Laws""]
```",/ˈpɑːrsɪməni/
parsley,"[""tem8""]",n.. 欧芹,C2,null,/ˈpɑːrsli/
parson,"[""tem8""]",n.. 牧师,C2,null,/ˈpɑːrsən/
part,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",v.. 分开；分离 ; n.. 部分；角色,B1,null,/pɑːrt/
part-time,"[""highschool""]",adj.. 兼职的 ; adv.. 兼职地,B1,null,/ˈpɑːrtˌtaɪm/
partake,"[""tem8""]",v.. 参与；分享,C2,null,/pɑːrˈteɪk/
partial,"[""cet4"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 部分的；偏袒的,B1,null,/ˈpɑːrʃəl/
partiality,"[""tem8"", ""greA""]",n.. 偏心，偏袒,B1,null,/ˌpɑːrʃiˈæləti/
partially,"[""cet4"", ""toefl""]",adv.. 部分地,B1,"```json
[""Science"", ""Laws"", ""Health"", ""Environment""]
```",/ˈpɑːrʃəli/
participant,"[""cet6"", ""tem4"", ""ielts""]",n.. 参与者；参加者,B1,null,/ pɑːrˈtɪsɪpənt /
participate,"[""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",v.. 参与，参加,B1,null,/pɑːrˈtɪsɪpeɪt/
participle,"[""tem4""]",n.. 分词,B1,null,/ˈpɑːrtɪsɪpəl/
particle,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",n.. 微粒；颗粒 ; n.. 小品词；虚词,B2,null,/ˈpɑːrtɪkl/
particular,"[""highschool"", ""cet4"", ""tem4"", ""toefl"", ""greA""]",adj.. 特定的；特别的 ; n.. 细节；详情,B2,null,/pəˈtɪkjələr/
particularize,"[""greA""]",v.. 详细说明；列举,B2,null,/pəˈtɪkjələraɪz/
particularly,"[""cet4"", ""tem4""]",adv.. 特别，尤其,B1,null,/pərˈtɪkjələrli/
parting,"[""tem4""]",n.. 离别，分别 ; v.. 分开，分离,B1,null,/ˈpɑːrtɪŋ/
partisan,"[""tem8"", ""toefl"", ""greA""]",n.. 党徒；游击队员 ; adj.. 偏袒的；党派性的,B2,"```json
[""Politics"", ""History"", ""Society""]
```",/ˈpɑːrtɪzən/
partition,"[""cet6"", ""tem4"", ""ielts"", ""greA""]",n.. 分隔；隔墙 ; v.. 分割；隔开,C1,null,/pɑːrˈtɪʃən/
partly,"[""highschool"", ""cet4"", ""tem4""]",adv.. 部分地,A2,"```json
[""Economy"", ""Science"", ""Art"", ""Politics"", ""Environment"", ""Health"", ""Education"", ""Society"", ""Laws""]
```",/ˈpɑːrtli/
partner,"[""highschool"", ""cet4"", ""tem4"", ""ielts""]",n.. 伙伴；搭档；配偶 ; v.. 成为伙伴；合作,A1,null,/ˈpɑːrtnər/
parttime,"[""tem4""]",adj.. 兼职的 ; adv.. 兼职地,B1,null,/ˈpɑːrtˌtaɪm/
party,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""toefl""]",n.. 聚会；政党；一方 ; v.. 参加聚会,A1,"```json
[""Politics"", ""Society"", ""Laws"", ""Travel""]
```",/ˈpɑːrti/
pass,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",v.. 通过；传递；放弃 ; n.. 通行证；山口；传球,A2,null,/pɑːs/
passage,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""toefl""]",n.. 段落；通道 ; v.. 通过；穿过,A2,null,/ˈpæsɪdʒ/
passenger,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 乘客,A2,null,/ˈpæsɪndʒər/
passer-by,"[""highschool""]",n.. 过路人，行人,B1,null,/ˈpɑːsərbaɪ/
passerby,"[""tem4""]",n.. 路人，过路人,C2,null,/ˈpæsərˌbaɪ/
passion,"[""cet4"", ""tem4"", ""ielts"", ""toefl""]",n.. 激情，热情 ; v.. 强烈追求,B1,null,/ˈpæʃən/
passionate,"[""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 热情的，激昂的,B2,null,/ˈpæʃənət/
passive,"[""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 被动的；消极的 ; n.. 被动语态,B1,null,/ˈpæsɪv/
passport,"[""midschool"", ""highschool"", ""cet6"", ""tem4"", ""ielts""]",n.. 护照,B1,null,/ˈpɑːspɔːrt/
password,"[""tem4""]",n.. 密码,B1,null,/ˈpæsˌwɜrd/
past,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",adj.. 过去的 ; n.. 过去；往事 ; prep.. 经过；超过 ; adv.. 经过,A2,null,/pɑːst/
pasta,"[""tem8""]",n.. 意大利面食,A2,null,/ˈpɑːstə/
paste,"[""tem4"", ""toefl""]",v.. 粘贴；糊 ; n.. 浆糊；面团,A2,null,/peɪst/
pastel,"[""tem8"", ""greA""]",adj.. 柔和的；淡色的 ; n.. 粉彩画；粉蜡笔,C2,,/pæˈstɛl/
pasteurize,"[""greA""]",v.. 巴氏消毒,A2,"```json
[""Health"", ""Science""]
```",/ˈpæstʃəraɪz/
pastiche,"[""greA""]",n.. 模仿作品；拼凑作品,C2,"[""Art"", ""Literature""]",/pæˈstiːʃ/
pastime,"[""cet4"", ""tem4"", ""ielts""]",n.. 消遣，娱乐,C2,null,/ˈpæs.taɪm/
pastoral,"[""tem8"", ""greA""]",adj.. 牧师的；田园的 ; n.. 牧歌；田园诗,B2,null,/ˈpæstərəl/
pastry,"[""tem4"", ""greA""]",n.. 油酥点心；糕点,C2,null,/ˈpeɪstri/
pasture,"[""cet6"", ""tem4"", ""ielts"", ""toefl""]",n.. 牧场；草地 ; v.. 放牧,A2,null,/ˈpæs.tʃər/
pat,"[""cet4"", ""tem4""]",v.. 轻拍 ; n.. 小块,C1,null,/pæt/
patch,"[""cet4"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 补丁；小块土地 ; v.. 修补；打补丁,B2,"```json
[""Tech"", ""Health"", ""Fashion"", ""Environment""]
```",/pætʃ/
patchy,"[""tem8""]",adj.. 不完整的；不均匀的,C2,null,/ˈpætʃi/
patent,"[""highschool"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 专利；专利权 ; v.. 获得专利,C1,"```json
[""Tech"", ""Economy"", ""Science"", ""Laws""]
```",/ˈpætənt/
path,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl""]",n.. 小路；路径 ; v.. 沿特定路线行进,A2,null,/pɑːθ/
